transaction_id,amount,truth_category,predicted_category,predicted_confidence,bank_response_code,attempt_number,policy_action,policy_timing,policy_confidence,policy_flagged,policy_reason,guardrail_checks,hard_rule_should_apply,hard_rule_violation,policy_recovered,policy_time_to_recovery_s,policy_gateway_fee,policy_annoyance_cost,baseline_a_action,baseline_a_recovered,baseline_b_action,baseline_b_recovered,baseline_b_time_to_recovery_s,baseline_b_gateway_fee,baseline_b_annoyance_cost,is_hard_fp_policy,is_hard_fp_baseline_b,is_over_block,over_block_expected_recovery,other_category_policy_gap,gt_is_recoverable,gt_ideal_retry_action,gt_requires_customer_action,gt_is_fallback,is_wasted_retry,guardrail_hard_category,guardrail_violation_gt,gt_label_mismatch
e6673aeeb4c34911b0943ee7d529cf90,450.0,risk_block,risk_block,0.926,41,1,no_retry,,1.0,True,"HARD RULE: classifier category = risk_block -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
b1a31a0794f9442db3bd61efc40e7ba9,2999.0,invalid_otp,invalid_otp,0.95,3DS_OTP_FAIL,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.95) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.95, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
4fe712045ca44f9fb338e312f53b39b9,1810.0,invalid_otp,invalid_otp,0.91,3DS_OTP_FAIL,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.91) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.91, ok)",False,False,True,42.24738078276457,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3666.028211955529,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
f13ec54725c9436ea303c7842bb3b23b,170.0,limit_exceeded,limit_exceeded,0.94,65,1,alt_payment_method_prompt,immediate,0.5,False,"ML/heuristic layer: category='limit_exceeded' (classifier confidence 0.94) -> alt_payment_method_prompt has the highest estimated recovery probability (0.50). Candidates: same_gateway_retry=0.03, alt_gateway_retry=0.03, alt_payment_method_prompt=0.50, delayed_retry=0.35.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.94, ok)",False,False,True,238.6822050929352,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,alt_payment_method_prompt,False,False,False,False,False,False
9d809d339e1a4de0b5be73a729f1f99f,100.0,invalid_otp,invalid_otp,0.879,U96,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.88) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.88, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
c99e6306121d4d61848bb8e7eb209415,425.0,card_expired,card_expired,0.807,05,4,no_retry,,1.0,True,"HARD RULE: raw bank_response_code '05' is in the risk-coded set, overriding classifier category 'card_expired' -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
c469c9cab7b945cdb844e082bf4f5d74,1060.0,insufficient_funds,insufficient_funds,0.976,U69,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.98) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.98, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,delayed_retry,False,False,False,False,False,False
e3b7d82811e3431b9d8d5c146f32f3e4,585.0,invalid_otp,invalid_otp,0.832,3DS_OTP_FAIL,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.83) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.83, ok)",False,False,True,23.377814293626205,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3636.7935797920914,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
002032b091844434899ce21815a08ecf,895.0,bank_server_error,bank_server_error,0.978,NB_BANK_DOWN,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.98) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.98, ok)",False,False,True,323.95776537121793,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
1cf0b66c00f043eb9c169929e7c94830,1810.0,invalid_otp,invalid_otp,0.943,NB_OTP_FAIL,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.94) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.94, ok)",False,False,True,6.3197587835095765,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3622.2146178835187,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
cface3720e9f486d98adcb6fba0836ce,2655.0,insufficient_funds,insufficient_funds,0.957,U69,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.96) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.96, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,delayed_retry,False,False,False,False,False,False
c0dffbc8c8d74a49a4f7cde7715f8d6b,1875.0,bank_server_error,bank_server_error,0.555,U96,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.56) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.56, ok)",False,False,True,330.9539734218579,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3624.510416760254,2.0,0.0,False,False,False,0.0,False,False,same_gateway_retry,False,False,True,False,False,False
b766000b31974e86968394ce801a816a,245.0,invalid_otp,invalid_otp,0.647,U96,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.65) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.65, ok)",False,False,True,19.028977595596515,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
20e79e37099c4f4b9c953b173de5b79b,355.0,other,other,0.958,GENERIC_DECLINE,1,alt_payment_method_prompt,immediate,0.25,False,"ML/heuristic layer: category='other' (classifier confidence 0.96) -> alt_payment_method_prompt has the highest estimated recovery probability (0.25). Candidates: same_gateway_retry=0.25, alt_gateway_retry=0.20, alt_payment_method_prompt=0.25, delayed_retry=0.25.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.96, ok)",False,False,True,294.6725044608474,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,True,False,no_retry,False,False,True,False,False,False
0df05eb91f714ed1aeea8787cdf7c657,1340.0,bank_server_error,bank_server_error,0.838,91,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.84) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.59, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.84, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
fe00beacc4844c18bce92aa4d7771833,1005.0,bank_server_error,bank_server_error,0.97,NB_BANK_DOWN,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.97) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.59, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,True,329.9167223005675,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3661.177410829828,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
63013f9d830b48c3984ba9878a021b25,555.0,other,other,0.959,UZZ,1,alt_payment_method_prompt,immediate,0.25,False,"ML/heuristic layer: category='other' (classifier confidence 0.96) -> alt_payment_method_prompt has the highest estimated recovery probability (0.25). Candidates: same_gateway_retry=0.25, alt_gateway_retry=0.20, alt_payment_method_prompt=0.25, delayed_retry=0.25.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.96, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,True,False,no_retry,False,False,True,False,False,False
a6516b25f03549ada548b95918551f49,499.0,bank_server_error,bank_server_error,0.81,91,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.81) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.81, ok)",False,False,True,321.85537308884676,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
421c83f03bbc4f0ea285b6e5e55aab37,1560.0,invalid_otp,invalid_otp,0.893,U58,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.89) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.89, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),True,3648.647701661696,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
c4c7afae8a554cca94e8dc96784a1d38,200.0,limit_exceeded,limit_exceeded,0.946,NB_LIMIT,1,alt_payment_method_prompt,immediate,0.5,False,"ML/heuristic layer: category='limit_exceeded' (classifier confidence 0.95) -> alt_payment_method_prompt has the highest estimated recovery probability (0.50). Candidates: same_gateway_retry=0.03, alt_gateway_retry=0.03, alt_payment_method_prompt=0.50, delayed_retry=0.35.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.95, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,alt_payment_method_prompt,False,False,False,False,False,False
859cedbc013f48b2b0a74a22636316e1,5635.0,insufficient_funds,risk_block,0.841,07,1,no_retry,,1.0,True,"HARD RULE: classifier category = risk_block -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,True,3543.8038413141417,False,True,delayed_retry,False,False,False,False,False,False
510aa5dc70834b14bff9d74a03f2ce1d,2080.0,bank_server_error,other,0.71,WL_UNKNOWN,1,alt_payment_method_prompt,immediate,0.25,False,"ML/heuristic layer: category='other' (classifier confidence 0.71) -> alt_payment_method_prompt has the highest estimated recovery probability (0.25). Candidates: same_gateway_retry=0.25, alt_gateway_retry=0.20, alt_payment_method_prompt=0.25, delayed_retry=0.25.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.71, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,True,True,same_gateway_retry,False,False,False,False,False,False
932063eb4eb84469baab0de38689c02b,580.0,insufficient_funds,insufficient_funds,0.956,U69,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.96) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.96, ok)",False,False,True,90.52192042610619,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,False,delayed_retry,False,False,True,False,False,False
2687791ba0bd4051b51bcd9794eb0f34,885.0,insufficient_funds,insufficient_funds,0.973,WL_LOW_BAL,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.97) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,delayed_retry,False,False,False,False,False,False
d64b6583691f411ab17c014f2e68d34c,4775.0,insufficient_funds,insufficient_funds,0.967,U69,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.97) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,delayed_retry,False,False,False,False,False,False
7f5c3d0caeba468fbb0a2910916467b2,1999.0,bank_server_error,risk_block,0.46,U39,1,no_retry,,1.0,True,"HARD RULE: classifier category = risk_block -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,True,1514.8611725796275,False,False,same_gateway_retry,False,False,False,False,False,False
0a6859ea5733405aa7e17f5b138bcbd1,4545.0,bank_server_error,bank_server_error,0.835,91,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.83) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.83, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),True,3613.1287960346654,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
c1addd3eaa0745a68b20d45a2029c1a8,3225.0,other,other,0.965,UZZ,1,alt_payment_method_prompt,immediate,0.25,False,"ML/heuristic layer: category='other' (classifier confidence 0.97) -> alt_payment_method_prompt has the highest estimated recovery probability (0.25). Candidates: same_gateway_retry=0.25, alt_gateway_retry=0.20, alt_payment_method_prompt=0.25, delayed_retry=0.25.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,True,202.92384930341248,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,True,False,no_retry,False,False,True,False,False,False
6c6aa87758a04156a643d8a485a1185f,1999.0,card_expired,card_expired,0.989,54,2,no_retry,,1.0,False,HARD RULE: card_expired -> no_retry. Customer must supply new card details; not eligible for an automated retry.,hard_rule:card_expired_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
6132a6e8c3834ba8b851b69924e21678,999.0,risk_block,risk_block,0.778,65,1,no_retry,,1.0,True,"HARD RULE: classifier category = risk_block -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
aba0204acc9b48238d3aff2df7ae5990,999.0,insufficient_funds,insufficient_funds,0.967,51,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.97) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,True,576.0514594660652,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,delayed_retry,False,False,False,False,False,False
04c81e9113244d2ca4cae07918c4c8fa,499.0,bank_server_error,bank_server_error,0.842,96,1,delayed_retry,delay_300s,0.68,False,"ML/heuristic layer: category='bank_server_error' (classifier confidence 0.84) -> delayed_retry has the highest estimated recovery probability (0.68). Candidates: same_gateway_retry=0.57, alt_gateway_retry=0.58, alt_payment_method_prompt=0.20, delayed_retry=0.68.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.84, ok)",False,False,False,,2.0,5.0,no_retry,False,same_gateway_retry(naive_1h),True,3628.934836193514,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
1bf6204af1214eceb91c30706bbb8278,999.0,insufficient_funds,insufficient_funds,0.937,51,1,alt_payment_method_prompt,immediate,0.55,False,"ML/heuristic layer: category='insufficient_funds' (classifier confidence 0.94) -> alt_payment_method_prompt has the highest estimated recovery probability (0.55). Candidates: same_gateway_retry=0.04, alt_gateway_retry=0.04, alt_payment_method_prompt=0.55, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.94, ok)",False,False,True,259.0382740841148,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,delayed_retry,False,False,False,False,False,False
3990089990724c33bfee6c7b62d813ab,499.0,card_expired,card_expired,0.721,96,1,no_retry,,1.0,False,HARD RULE: card_expired -> no_retry. Customer must supply new card details; not eligible for an automated retry.,hard_rule:card_expired_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
11dcbb89467f408988604ee0e4b7f401,1999.0,risk_block,risk_block,0.935,07,1,no_retry,,1.0,True,"HARD RULE: classifier category = risk_block -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
af41f239c9904500a28ac88675e46e7a,6230.0,card_expired,card_expired,0.991,54,3,no_retry,,1.0,False,HARD RULE: card_expired -> no_retry. Customer must supply new card details; not eligible for an automated retry.,hard_rule:card_expired_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
89bcce1d2e1d4cc99b2a214169a0d6f0,345.0,invalid_otp,invalid_otp,0.947,3DS_OTP_FAIL,1,same_gateway_retry,immediate,0.58,False,"ML/heuristic layer: category='invalid_otp' (classifier confidence 0.95) -> same_gateway_retry has the highest estimated recovery probability (0.58). Candidates: same_gateway_retry=0.58, alt_gateway_retry=0.20, alt_payment_method_prompt=0.35, delayed_retry=0.30.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.95, ok)",False,False,True,4.918945701839177,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3634.3729187716,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,True,False,False,False,False,False
537539d53775416eb9e4d9ec0a1eb982,6230.0,card_expired,card_expired,0.991,54,4,no_retry,,1.0,False,HARD RULE: card_expired -> no_retry. Customer must supply new card details; not eligible for an automated retry.,hard_rule:card_expired_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,True,False,0.0,False,False,no_retry,False,False,False,True,False,False
ad5df766fb8546f380e9d2069bdf1194,605.0,network_timeout,network_timeout,0.968,UBT_TIMEOUT,1,same_gateway_retry,immediate,0.67,False,"ML/heuristic layer: category='network_timeout' (classifier confidence 0.97) -> same_gateway_retry has the highest estimated recovery probability (0.67). Candidates: same_gateway_retry=0.67, alt_gateway_retry=0.65, alt_payment_method_prompt=0.15, delayed_retry=0.60.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,True,9.948687585863603,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
e6277b367a7f41399132bf9ab9d8bbd9,460.0,limit_exceeded,limit_exceeded,0.966,65,1,alt_payment_method_prompt,immediate,0.5,False,"ML/heuristic layer: category='limit_exceeded' (classifier confidence 0.97) -> alt_payment_method_prompt has the highest estimated recovery probability (0.50). Candidates: same_gateway_retry=0.03, alt_gateway_retry=0.03, alt_payment_method_prompt=0.50, delayed_retry=0.35.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.97, ok)",False,False,True,159.48641297601839,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,False,0.0,False,True,alt_payment_method_prompt,False,False,False,False,False,False
b71ab299ca784a4195cadbb2b74e5378,1305.0,network_timeout,network_timeout,0.979,NB_REDIRECT_FAIL,1,same_gateway_retry,immediate,0.67,False,"ML/heuristic layer: category='network_timeout' (classifier confidence 0.98) -> same_gateway_retry has the highest estimated recovery probability (0.67). Candidates: same_gateway_retry=0.67, alt_gateway_retry=0.65, alt_payment_method_prompt=0.15, delayed_retry=0.60.","guardrail:customer_opt_out (not opted out); guardrail:max_attempts (count=1, cap=3, ok); guardrail:cooldown_window (n/a); guardrail:low_classifier_confidence (confidence=0.98, ok)",False,False,True,16.20511947078607,2.0,0.0,no_retry,False,same_gateway_retry(naive_1h),True,3612.9660134720707,2.0,0.0,False,False,False,0.0,False,True,same_gateway_retry,False,False,False,False,False,False
bd621fee5a6e4d409a5d006f2a830efd,3405.0,bank_server_error,risk_block,0.393,WL_RISK,1,no_retry,,1.0,True,"HARD RULE: classifier category = risk_block -> no_retry, mandatory human review. No alternate gateway or payment method is suggested for this case.",hard_rule:risk_block_no_retry,True,False,,,0.0,0.0,no_retry,False,same_gateway_retry(naive_1h),False,,2.0,5.0,False,False,True,2580.3413169753035,False,False,same_gateway_retry,False,False,False,False,False,False
